bin_id,node_id,in_degree,out_degree
59,77,0,6
59,725,4,0
59,79,7,6
59,164,2,17
59,261,6,0
59,637,8,0
59,488,12,0
59,634,4,0
59,836,18,0
59,702,2,12
59,859,2,0
59,854,3,0
59,71,3,0
59,489,14,11
59,886,6,12
59,477,3,1
59,464,2,16
59,198,10,0
59,253,10,0
59,270,10,1
59,533,10,0
59,117,2,0
59,434,7,5
59,15,4,18
59,921,4,0
59,99,22,4
59,183,0,3
59,165,0,3
59,615,1,0
59,880,2,0
59,809,8,0
59,162,2,14
59,236,4,0
59,232,4,0
59,205,2,1
59,193,2,0
59,504,2,0
59,118,5,85
59,141,2,4
59,39,4,2
59,638,8,0
59,248,8,0
59,401,8,0
59,487,10,0
59,510,3,0
59,763,13,6
59,420,6,0
59,353,0,20
59,440,6,0
59,413,6,0
59,744,0,6
59,650,6,0
59,660,4,0
59,275,0,4
59,14,4,0
59,751,2,24
59,793,8,0
59,158,2,0
59,242,2,22
59,743,2,0
59,465,3,0
59,496,2,0
59,706,2,0
59,866,2,0
59,582,2,0
59,741,0,1
59,513,1,0
59,59,6,0
59,461,4,0
59,453,2,0
59,252,0,12
59,691,2,0
59,246,1,0
59,502,2,0
60,71,8,10
60,886,14,22
60,854,9,7
60,859,7,0
60,477,5,0
60,164,4,3
60,434,9,10
60,79,6,0
60,464,1,14
60,489,22,10
60,867,4,18
60,250,7,0
60,702,8,9
60,923,0,17
60,939,8,0
60,198,14,0
60,763,4,0
60,880,0,7
60,453,1,0
60,117,1,3
60,270,9,0
60,533,9,0
60,959,4,0
60,118,6,90
60,725,7,2
60,603,1,4
60,267,1,0
60,253,9,0
60,488,10,0
60,836,18,0
60,248,8,0
60,487,9,3
60,638,9,0
60,401,8,0
60,77,2,21
60,921,17,0
60,478,0,24
60,677,2,0
60,720,6,0
60,343,2,0
60,122,2,0
60,628,2,0
60,656,2,0
60,908,2,0
60,99,4,8
60,159,4,8
60,460,3,0
60,59,5,1
60,461,6,0
60,420,4,0
60,809,8,0
60,741,0,1
60,513,1,0
60,660,2,2
60,193,0,5
60,236,4,0
60,252,4,12
60,744,0,2
60,751,4,20
60,743,2,0
60,650,4,0
60,465,4,0
60,793,6,0
60,242,2,62
60,158,4,0
60,15,4,2
60,496,5,0
60,637,6,0
60,582,3,0
60,261,4,0
60,706,5,0
60,162,4,0
60,232,4,0
60,866,5,0
60,245,1,0
60,447,4,0
60,691,2,3
60,246,2,0
60,626,0,2
60,889,1,0
60,634,1,2
60,502,2,0
60,527,2,0
60,97,1,0
60,39,0,3
60,141,3,0
60,424,2,0
60,653,0,2
61,71,9,6
61,477,9,0
61,859,6,6
61,854,14,0
61,434,10,14
61,886,21,51
61,923,7,49
61,763,19,5
61,889,2,5
61,634,3,1
61,487,2,3
61,637,6,2
61,198,2,0
61,496,3,0
61,164,8,0
61,939,28,0
61,702,3,22
61,880,2,7
61,118,4,12
61,489,25,0
61,959,4,2
61,464,3,2
61,59,6,0
61,353,0,6
61,99,4,0
61,413,2,0
61,440,2,0
61,159,0,7
61,809,1,0
61,275,0,2
61,14,2,0
61,77,0,6
61,921,4,0
61,867,4,22
61,447,5,0
61,79,0,10
61,261,2,0
61,706,3,6
61,751,2,0
61,242,2,0
61,653,0,2
61,753,2,0
61,894,2,0
61,245,1,6
61,461,8,0
61,628,4,0
61,582,2,0
61,836,6,4
61,744,0,6
61,660,2,2
61,650,2,0
61,339,2,0
61,236,0,2
61,119,2,0
61,478,1,24
61,677,3,0
61,725,4,0
61,420,2,0
61,250,2,0
61,131,1,0
61,248,2,0
61,401,2,0
61,520,1,0
61,158,2,0
61,122,2,0
61,343,2,0
61,720,2,0
61,908,2,0
61,656,2,0
62,923,1,16
62,763,4,1
62,165,0,4
62,502,2,0
62,939,10,0
62,886,10,25
62,702,1,18
62,854,3,0
62,477,5,0
62,59,4,0
62,489,12,2
62,164,5,0
62,71,5,3
62,859,4,0
62,15,0,6
62,99,8,0
62,434,5,6
62,603,0,4
62,213,4,0
62,159,0,10
62,250,1,0
62,496,3,4
62,582,2,3
62,77,2,9
62,921,7,0
62,725,2,2
62,252,0,28
62,793,6,0
62,836,10,0
62,141,0,2
62,39,2,0
62,615,2,0
62,660,0,8
62,117,2,0
62,198,2,0
62,118,5,7
62,720,2,0
62,638,2,0
62,246,1,0
62,866,1,0
62,79,4,4
62,706,2,20
62,464,2,0
62,261,4,0
62,232,4,0
62,637,8,0
62,867,2,0
62,809,2,0
62,420,2,0
62,461,3,0
62,510,2,0
62,488,4,0
62,236,4,0
62,691,4,0
63,71,7,3
63,118,3,16
63,252,0,60
63,793,10,0
63,488,13,0
63,236,10,0
63,637,10,6
63,836,17,0
63,691,10,0
63,702,5,20
63,859,7,0
63,272,0,1
63,246,1,0
63,453,2,2
63,117,2,0
63,886,6,50
63,489,21,2
63,39,2,3
63,141,3,2
63,434,5,4
63,164,2,0
63,413,0,2
63,99,10,0
63,741,0,1
63,513,1,0
63,867,3,18
63,250,12,0
63,343,2,2
63,77,0,10
63,725,6,0
63,15,2,8
63,97,1,0
63,634,1,1
63,477,8,0
63,487,4,0
63,893,2,0
63,461,2,0
63,420,3,0
63,447,2,0
63,854,6,0
63,59,8,0
63,165,0,10
63,502,10,0
63,959,5,0
63,603,0,2
63,213,2,0
63,478,2,0
63,677,2,0
63,908,3,0
63,183,2,2
63,159,0,7
63,880,1,7
63,464,1,25
63,270,3,0
63,253,3,0
63,889,3,0
63,401,3,0
63,198,3,0
63,638,3,0
63,533,3,0
63,248,3,0
63,763,2,6
63,510,2,0
63,923,2,12
63,232,2,0
63,744,0,2
63,660,2,0
63,751,1,0
63,939,10,0
63,921,4,0
63,574,0,2
64,886,25,29
64,434,9,8
64,159,0,3
64,250,2,0
64,702,13,20
64,656,6,26
64,477,10,32
64,77,2,12
64,921,8,2
64,464,1,2
64,923,9,55
64,867,3,10
64,183,2,1
64,79,0,4
64,496,2,0
64,889,3,0
64,15,0,4
64,99,6,0
64,939,29,0
64,248,5,0
64,763,20,3
64,245,3,8
64,634,3,0
64,164,8,1
64,489,24,2
64,71,15,6
64,118,2,17
64,859,13,26
64,854,15,0
64,275,0,2
64,14,6,0
64,59,3,1
64,222,2,0
64,510,1,1
64,487,2,2
64,720,2,6
64,165,6,4
64,343,7,0
64,959,9,2
64,660,3,2
64,753,3,3
64,267,1,6
64,270,4,0
64,253,4,0
64,531,2,0
64,513,2,4
64,27,2,4
64,649,4,0
64,725,5,0
64,502,8,0
64,677,5,0
64,478,5,0
64,908,5,0
64,615,1,0
64,637,0,4
64,232,2,0
64,836,5,0
64,880,0,39
64,378,1,0
64,122,2,0
64,120,1,0
64,520,1,0
64,441,1,0
64,272,0,1
64,246,1,0
64,653,0,2
64,488,1,2
64,401,1,0
64,638,1,0
64,533,1,0
64,198,1,0
64,650,0,2
64,793,2,0
64,491,1,0
64,527,1,0
64,628,1,0
64,603,1,0
64,97,1,0
64,117,1,0
64,74,1,0
65,660,4,2
65,720,2,2
65,859,5,30
65,478,2,0
65,71,9,5
65,854,7,8
65,886,10,7
65,489,12,3
65,702,8,1
65,477,8,0
65,908,4,0
65,14,6,0
65,343,4,2
65,677,3,0
65,656,5,7
65,959,5,0
65,232,0,18
65,836,18,0
65,637,10,6
65,59,1,0
65,653,0,3
65,248,6,0
65,923,1,16
65,763,7,0
65,79,0,8
65,261,2,0
65,706,2,0
65,867,3,12
65,250,5,0
65,809,2,0
65,205,6,0
65,165,2,4
65,502,4,0
65,939,8,0
65,753,2,0
65,159,0,7
65,27,2,0
65,487,6,2
65,164,4,0
65,434,4,2
65,453,2,8
65,118,4,53
65,464,3,0
65,253,3,0
65,889,2,0
65,638,2,0
65,270,2,0
65,401,2,0
65,533,2,0
65,488,4,0
65,198,4,0
65,461,2,0
65,420,2,0
65,15,6,4
65,99,6,6
65,880,1,25
65,120,1,0
65,245,1,0
65,634,1,0
65,183,1,0
65,520,1,0
65,441,3,0
65,122,1,5
65,378,1,0
65,246,1,2
65,744,0,2
65,160,2,0
65,432,2,0
65,295,2,0
65,909,2,0
65,63,2,0
65,119,1,0
65,603,0,2
65,527,2,0
65,267,0,2
65,77,0,6
65,921,6,0
65,252,0,14
65,691,2,0
65,236,2,0
65,793,4,0
65,275,0,4
65,751,4,0
66,859,25,26
66,343,7,0
66,478,5,0
66,677,5,0
66,71,27,29
66,959,7,0
66,854,15,48
66,886,23,6
66,489,20,3
66,702,22,23
66,477,17,0
66,908,7,4
66,656,21,20
66,14,9,0
66,79,4,12
66,637,14,0
66,261,8,0
66,836,16,6
66,867,6,9
66,159,5,3
66,923,4,36
66,939,23,0
66,880,8,49
66,763,13,3
66,77,0,5
66,921,5,0
66,650,5,0
66,59,3,0
66,183,2,2
66,236,2,0
66,122,3,18
66,245,4,18
66,374,0,6
66,487,2,1
66,253,3,0
66,420,2,0
66,141,0,2
66,39,2,0
66,753,1,0
66,267,1,6
66,531,2,0
66,160,2,0
66,660,1,2
66,270,2,0
66,27,3,1
66,513,4,2
66,751,2,38
66,793,9,0
66,582,0,8
66,424,4,0
66,809,4,0
66,706,6,2
66,232,4,0
66,866,4,2
66,162,6,0
66,252,4,1
66,496,4,0
66,465,4,0
66,15,0,2
66,99,2,0
66,242,0,40
66,460,2,0
66,158,2,0
66,118,4,2
66,165,0,2
66,502,2,0
66,119,1,0
66,275,0,4
66,164,4,0
66,120,1,0
66,520,1,0
66,378,1,0
66,434,1,0
66,634,1,0
66,441,1,0
66,106,2,0
66,200,3,0
66,18,2,0
66,649,0,4
66,181,1,0
66,339,0,4
66,488,2,0
66,603,1,0
66,97,1,0
66,491,1,0
66,628,1,0
66,527,1,0
66,874,0,1
66,246,1,0
67,702,20,27
67,854,19,13
67,489,28,7
67,71,24,25
67,923,6,37
67,763,14,10
67,200,4,2
67,513,4,1
67,867,4,9
67,353,0,16
67,253,8,0
67,440,2,0
67,270,8,1
67,117,4,10
67,119,4,0
67,660,8,0
67,99,15,0
67,413,2,0
67,706,2,7
67,836,14,14
67,637,13,0
67,582,2,4
67,159,0,16
67,122,3,4
67,908,11,8
67,477,17,27
67,880,7,24
67,59,3,0
67,656,8,46
67,886,25,21
67,859,25,41
67,27,1,5
67,374,0,8
67,487,4,2
67,510,7,0
67,269,4,0
67,465,2,0
67,478,7,12
67,677,8,0
67,959,12,0
67,14,9,0
67,343,8,0
67,420,5,0
67,809,4,0
67,461,4,0
67,79,0,22
67,261,4,0
67,38,4,2
67,939,18,0
67,162,2,0
67,691,4,0
67,39,2,0
67,15,0,12
67,164,4,1
67,245,1,0
67,232,0,4
67,246,2,0
67,275,0,2
67,488,8,4
67,504,2,0
67,453,0,6
67,248,2,0
67,533,2,0
67,464,3,1
67,638,2,0
67,751,1,0
67,118,1,0
67,720,1,0
67,921,8,0
67,628,3,0
67,77,0,7
67,165,0,2
67,502,2,0
67,97,2,0
67,603,2,0
67,267,2,0
67,491,2,0
67,183,2,0
67,527,2,0
67,74,1,0
67,725,1,0
67,432,0,3
67,339,2,0
67,252,0,10
67,793,2,0
67,520,1,0
67,634,0,1
68,880,9,28
68,859,18,0
68,854,21,18
68,886,18,58
68,477,9,1
68,702,16,13
68,71,24,36
68,489,20,11
68,77,2,4
68,921,4,2
68,923,8,43
68,939,27,0
68,744,0,2
68,660,2,0
68,14,6,0
68,908,8,0
68,59,5,0
68,959,4,0
68,478,4,0
68,343,4,1
68,677,4,0
68,763,12,10
68,638,2,0
68,159,0,1
68,809,1,0
68,122,3,14
68,245,7,32
68,487,4,3
68,117,1,0
68,488,6,6
68,836,16,0
68,183,3,4
68,720,2,0
68,656,5,3
68,272,0,5
68,866,3,0
68,691,2,0
68,637,8,1
68,232,1,0
68,246,3,0
68,261,4,4
68,158,1,0
68,706,2,0
68,432,2,6
68,275,0,2
68,603,0,2
68,213,2,0
68,434,4,0
68,634,7,1
68,164,4,1
68,120,3,0
68,378,3,0
68,441,3,0
68,520,3,0
68,79,0,8
68,510,4,0
68,200,14,8
68,513,14,8
68,867,20,0
68,27,0,32
68,628,1,0
68,99,4,4
68,15,4,0
68,270,0,2
68,889,4,0
68,504,1,20
68,464,4,1
68,118,8,0
68,725,0,2
68,496,2,1
68,339,2,4
68,165,0,4
68,615,2,0
68,751,0,8
68,582,0,4
68,248,2,0
68,39,0,2
68,38,2,0
68,502,2,0
68,250,2,0
68,413,0,2
69,867,18,8
69,250,2,8
69,923,2,17
69,939,16,0
69,487,0,2
69,245,2,0
69,159,1,3
69,886,24,44
69,477,8,1
69,122,1,5
69,908,5,0
69,489,13,14
69,71,18,27
69,99,2,4
69,413,2,0
69,854,20,0
69,270,1,7
69,117,8,0
69,461,4,0
69,118,5,3
69,464,2,0
69,702,11,20
69,763,1,2
69,859,18,13
69,453,1,0
69,15,2,2
69,27,5,16
69,656,2,34
69,275,0,2
69,14,4,0
69,880,6,6
69,59,4,0
69,513,8,10
69,434,5,6
69,164,8,1
69,79,0,14
69,706,4,3
69,637,7,2
69,488,6,0
69,836,9,0
69,261,4,0
69,634,3,0
69,200,6,6
69,183,1,1
69,236,3,0
69,77,2,4
69,921,2,0
69,252,0,30
69,691,2,0
69,793,2,0
69,720,2,2
69,158,1,0
69,343,2,0
69,478,2,0
69,677,2,0
69,959,4,0
69,38,2,0
69,232,2,0
69,582,1,0
69,809,2,0
69,420,2,0
69,246,3,0
69,253,3,0
69,889,2,0
69,165,0,2
69,502,2,0
69,39,0,2
69,527,1,0
69,491,1,0
69,603,1,0
69,267,1,0
69,660,1,1
69,628,1,0
69,97,1,0
69,725,1,0
69,74,1,0
69,751,2,0
69,866,0,1
70,880,6,27
70,859,19,27
70,886,36,28
70,702,15,19
70,71,17,41
70,489,23,6
70,854,25,0
70,27,3,16
70,513,4,0
70,200,4,0
70,867,12,11
70,250,10,0
70,434,7,9
70,656,11,6
70,923,5,24
70,939,12,0
70,232,0,5
70,836,10,0
70,205,2,0
70,246,0,2
70,118,11,8
70,763,9,3
70,164,7,0
70,477,8,2
70,141,0,6
70,39,10,4
70,275,0,5
70,14,7,0
70,38,4,4
70,59,2,0
70,117,7,26
70,487,7,2
70,889,6,0
70,270,6,9
70,119,7,0
70,660,4,5
70,253,4,0
70,751,3,8
70,637,4,0
70,159,2,13
70,245,4,16
70,634,3,0
70,441,1,16
70,183,2,3
70,120,2,0
70,520,2,3
70,122,4,6
70,378,2,0
70,908,6,5
70,47,2,0
70,725,2,0
70,464,2,0
70,959,3,0
70,638,1,0
70,706,0,6
70,582,2,0
70,343,3,7
70,720,2,0
70,677,4,0
70,628,2,0
70,478,3,12
70,162,1,0
70,650,2,0
70,809,4,0
70,198,4,0
70,295,2,4
70,110,2,0
70,615,2,2
70,79,0,2
70,366,2,0
70,236,1,0
70,461,1,0
70,165,0,2
70,502,2,0
70,77,0,2
70,921,3,0
70,374,0,10
70,533,2,0
70,420,2,0
70,99,1,0
71,71,13,30
71,880,5,18
71,702,15,16
71,854,15,0
71,908,4,41
71,489,18,15
71,74,1,2
71,959,8,0
71,886,22,11
71,725,1,0
71,117,3,4
71,122,3,2
71,527,2,0
71,270,6,0
71,164,6,0
71,253,2,0
71,603,2,4
71,267,2,0
71,628,2,0
71,660,4,6
71,491,2,0
71,183,2,0
71,97,2,0
71,867,20,44
71,250,8,4
71,893,8,0
71,461,12,0
71,420,10,0
71,809,12,0
71,753,2,2
71,198,6,0
71,477,3,0
71,434,4,4
71,15,0,10
71,99,13,0
71,487,0,1
71,245,1,0
71,859,18,36
71,923,0,13
71,763,3,0
71,200,16,8
71,27,10,24
71,513,16,12
71,866,0,16
71,261,10,0
71,889,6,0
71,836,6,0
71,637,8,0
71,650,0,2
71,59,3,0
71,465,2,0
71,464,2,1
71,252,0,4
71,793,2,0
71,751,10,0
71,246,2,0
71,656,6,0
71,118,1,0
71,374,2,0
71,159,0,12
71,79,0,30
71,706,6,0
71,275,0,2
71,14,5,0
71,38,2,0
71,205,4,0
71,232,2,0
71,120,0,1
71,649,0,8
71,181,2,0
71,478,3,11
71,720,3,0
71,677,4,0
71,921,3,0
71,343,4,0
71,18,1,0
71,210,0,2
71,413,0,2
71,496,2,0
71,460,0,12
71,634,1,0
71,939,4,0
71,165,0,2
71,502,4,0
72,859,16,24
72,959,3,0
72,656,7,1
72,677,4,0
72,886,17,26
72,854,14,0
72,71,8,24
72,478,2,24
72,702,10,13
72,908,11,11
72,489,15,2
72,14,2,0
72,343,5,1
72,74,1,0
72,725,1,0
72,117,9,8
72,638,0,2
72,923,10,40
72,374,4,32
72,270,10,2
72,603,2,0
72,200,2,8
72,513,10,0
72,122,2,8
72,939,29,0
72,763,10,4
72,18,1,2
72,267,0,2
72,99,18,8
72,15,10,26
72,628,2,0
72,720,2,0
72,921,12,0
72,434,8,7
72,164,5,1
72,477,5,0
72,159,2,11
72,809,4,0
72,461,2,0
72,420,4,0
72,751,3,38
72,650,4,0
72,793,4,0
72,165,0,2
72,339,0,4
72,836,8,0
72,488,2,0
72,771,0,4
72,660,8,3
72,119,8,0
72,253,4,0
72,487,6,6
72,880,1,1
72,118,1,4
72,245,3,0
72,47,1,0
72,634,0,2
72,222,1,0
72,79,2,8
72,706,4,8
72,261,6,0
72,637,7,4
72,866,2,0
72,252,3,0
72,162,2,0
72,867,4,2
72,232,3,0
72,424,2,0
72,465,2,0
72,496,2,0
72,582,2,0
72,59,1,0
72,210,2,0
72,889,2,0
72,649,0,8
72,27,2,0
72,181,2,0
72,193,0,5
72,205,1,0
72,246,1,0
72,464,1,0
73,702,17,37
73,859,24,8
73,15,12,32
73,921,14,0
73,99,20,0
73,71,18,25
73,923,14,19
73,763,3,5
73,183,3,3
73,634,2,2
73,908,2,40
73,660,20,3
73,267,4,3
73,603,2,0
73,97,2,0
73,959,5,0
73,253,12,6
73,164,8,0
73,122,2,2
73,527,2,0
73,270,8,2
73,886,23,71
73,491,2,0
73,489,22,6
73,74,1,0
73,117,7,2
73,725,1,0
73,118,4,2
73,854,18,0
73,880,8,19
73,59,9,0
73,638,4,0
73,434,15,8
73,27,0,12
73,513,4,0
73,200,4,0
73,867,7,0
73,477,4,0
73,487,13,0
73,656,4,0
73,165,0,2
73,502,2,0
73,464,10,0
73,510,0,2
73,488,7,0
73,236,1,0
73,432,0,66
73,198,6,0
73,889,12,0
73,836,10,0
73,533,8,3
73,210,1,4
73,771,2,4
73,401,6,0
73,248,12,0
73,159,0,3
73,275,0,2
73,14,4,0
73,637,0,2
73,677,2,0
73,343,4,0
73,478,2,0
73,574,0,12
73,939,12,0
73,374,2,40
73,119,4,0
73,628,2,0
73,232,0,2
73,339,0,2
73,378,0,2
73,38,2,0
73,413,0,2
73,120,1,0
73,871,1,2
74,923,0,6
74,939,6,0
74,660,19,10
74,248,16,0
74,253,16,10
74,432,0,94
74,533,10,0
74,836,19,0
74,464,18,3
74,487,12,1
74,488,8,0
74,889,12,0
74,198,10,0
74,401,10,0
74,702,16,21
74,71,13,17
74,232,2,2
74,638,2,0
74,270,9,9
74,859,11,18
74,854,16,0
74,79,1,26
74,117,15,15
74,637,4,0
74,261,4,0
74,706,2,0
74,205,2,0
74,496,2,0
74,38,6,0
74,210,4,6
74,886,26,34
74,164,9,0
74,477,7,1
74,434,15,9
74,119,6,4
74,649,0,8
74,513,2,0
74,181,2,0
74,27,4,4
74,200,8,4
74,15,22,54
74,99,36,4
74,880,4,13
74,921,24,8
74,489,19,13
74,59,4,0
74,656,4,3
74,20,0,12
74,893,2,0
74,106,2,0
74,420,2,0
74,809,2,0
74,867,7,4
74,250,2,0
74,574,0,16
74,122,4,10
74,908,4,28
74,441,1,17
74,183,2,2
74,520,3,2
74,120,2,0
74,245,9,0
74,378,2,4
74,634,3,2
74,18,1,2
74,959,9,0
74,236,2,0
74,39,2,4
74,674,10,0
74,871,0,2
74,267,3,2
74,413,0,12
74,725,3,0
74,603,5,4
74,453,2,1
74,502,4,4
74,343,1,7
74,720,1,0
74,628,1,0
74,478,3,0
74,677,2,0
74,213,3,0
74,339,0,12
74,118,5,4
74,374,6,2
74,874,0,25
74,491,2,0
74,242,1,0
74,159,1,0
74,162,1,0
74,14,1,0
74,110,0,2
74,615,2,0
74,527,1,1
74,97,1,0
74,74,1,0
75,117,5,22
75,889,15,0
75,38,6,0
75,487,3,5
75,489,25,6
75,245,5,7
75,702,22,36
75,854,28,0
75,253,7,2
75,270,9,6
75,959,7,2
75,434,8,9
75,923,2,24
75,939,22,0
75,71,21,46
75,859,24,25
75,674,9,0
75,886,31,37
75,374,6,14
75,118,1,3
75,720,3,2
75,660,9,0
75,295,3,4
75,615,4,1
75,110,2,6
75,867,23,19
75,250,16,23
75,520,1,3
75,119,3,0
75,634,4,0
75,164,10,1
75,603,5,2
75,502,8,4
75,59,4,0
75,656,5,3
75,15,8,44
75,99,24,0
75,921,20,0
75,880,4,25
75,165,0,4
75,478,3,0
75,908,5,31
75,677,3,0
75,343,2,7
75,14,2,0
75,27,7,14
75,200,6,0
75,513,8,4
75,159,2,6
75,461,8,6
75,893,8,0
75,420,12,0
75,378,1,5
75,246,4,6
75,232,4,2
75,836,6,0
75,771,0,4
75,477,5,0
75,809,9,0
75,20,1,10
75,413,0,12
75,267,3,1
75,725,3,0
75,453,3,0
75,628,1,0
75,122,2,2
75,637,2,10
75,574,0,8
75,763,2,0
75,460,0,22
75,751,4,0
75,465,2,0
75,447,2,0
75,424,2,0
75,252,0,4
75,793,2,0
75,866,0,16
75,691,2,0
75,496,2,0
75,582,2,0
75,706,2,0
75,79,1,1
75,488,2,0
75,653,0,2
75,753,2,0
75,18,0,1
75,527,3,0
75,210,2,0
75,183,1,0
75,491,1,0
75,213,1,0
75,97,1,0
75,74,1,0
76,867,11,18
76,20,4,44
76,923,13,26
76,198,14,0
76,702,13,15
76,674,8,6
76,159,6,13
76,461,17,0
76,809,16,0
76,420,18,0
76,751,4,6
76,836,14,0
76,637,5,0
76,793,2,0
76,886,31,56
76,489,27,6
76,15,14,38
76,921,23,4
76,99,27,2
76,77,0,8
76,477,13,3
76,164,7,0
76,434,7,12
76,200,4,4
76,513,8,2
76,59,3,0
76,71,10,15
76,859,18,9
76,854,17,0
76,753,0,21
76,339,4,4
76,250,14,0
76,447,12,0
76,893,14,0
76,117,10,4
76,253,17,4
76,520,0,2
76,210,2,0
76,440,4,6
76,353,2,0
76,413,2,12
76,460,0,54
76,465,6,0
76,424,6,0
76,270,9,8
76,889,14,0
76,27,6,2
76,763,9,10
76,653,0,9
76,366,1,0
76,118,2,3
76,432,0,119
76,401,11,0
76,248,10,0
76,660,17,4
76,464,9,0
76,959,13,0
76,487,17,0
76,488,10,0
76,533,11,0
76,638,5,0
76,122,3,13
76,908,6,25
76,183,2,3
76,656,11,1
76,649,0,16
76,181,4,0
76,615,2,4
76,502,4,0
76,165,2,0
76,574,0,10
76,245,4,6
76,18,0,1
76,267,3,0
76,453,4,0
76,603,5,0
76,725,5,0
76,374,0,46
76,871,0,1
76,939,12,0
76,110,0,4
76,295,2,0
76,650,7,1
76,213,3,0
76,197,2,0
76,880,3,21
76,882,4,0
76,744,6,2
76,119,2,0
76,478,0,13
76,677,1,0
76,720,1,0
76,343,1,0
76,628,1,0
76,160,1,0
76,510,5,0
76,525,2,3
76,131,2,0
76,466,2,0
76,874,2,0
76,193,2,0
76,504,2,0
76,272,2,0
76,544,2,0
76,236,2,0
76,120,1,0
76,141,0,2
76,39,2,0
76,527,1,2
76,378,0,4
76,634,2,0
76,97,1,0
76,491,2,0
76,74,1,0
76,38,2,0
77,270,13,7
77,638,5,0
77,71,9,27
77,656,16,0
77,854,13,0
77,702,15,8
77,886,23,69
77,477,7,0
77,460,0,86
77,424,6,0
77,447,18,0
77,525,24,0
77,461,24,0
77,420,22,0
77,893,22,2
77,250,23,6
77,809,18,0
77,867,16,14
77,923,9,27
77,763,12,9
77,939,13,0
77,434,11,11
77,489,24,2
77,527,8,3
77,213,5,0
77,859,9,39
77,478,10,0
77,959,22,0
77,908,10,0
77,14,4,0
77,677,6,0
77,343,10,4
77,894,0,2
77,650,2,0
77,164,6,0
77,487,16,3
77,889,18,0
77,432,0,125
77,253,28,0
77,198,16,2
77,660,28,9
77,836,10,0
77,464,16,2
77,533,13,3
77,248,10,0
77,401,10,0
77,488,10,0
77,15,18,6
77,99,16,2
77,77,8,6
77,921,12,2
77,880,1,12
77,674,8,1
77,491,7,0
77,141,0,2
77,39,2,0
77,117,7,24
77,574,0,16
77,20,0,66
77,165,10,26
77,502,16,1
77,38,4,0
77,531,1,0
77,744,1,2
77,603,11,4
77,339,1,0
77,637,3,0
77,122,0,3
77,159,2,6
77,374,4,50
77,513,0,1
77,246,1,0
77,615,18,3
77,110,6,2
77,295,8,0
77,751,4,0
77,413,6,12
77,725,11,4
77,453,3,0
77,267,4,2
77,59,4,0
77,183,0,2
77,236,1,0
77,720,2,120
77,74,6,0
77,275,6,0
77,118,4,0
77,245,1,2
77,634,1,0
77,119,6,0
77,210,0,6
77,771,2,0
77,510,2,0
77,871,1,1
77,47,2,0
77,18,1,0
77,465,2,0
78,267,4,3
78,18,3,2
78,117,8,10
78,374,6,14
78,77,0,2
78,921,2,0
78,886,35,40
78,674,18,0
78,165,1,8
78,615,4,1
78,502,8,4
78,859,10,84
78,702,23,9
78,464,7,3
78,489,26,2
78,172,0,2
78,160,4,0
78,491,15,0
78,634,4,1
78,908,7,50
78,71,20,25
78,213,4,0
78,183,2,0
78,527,2,4
78,270,8,4
78,122,3,2
78,164,7,0
78,253,12,2
78,959,15,1
78,660,10,12
78,603,6,3
78,97,2,0
78,725,4,0
78,74,2,0
78,487,4,1
78,245,1,0
78,880,1,48
78,854,19,0
78,434,7,9
78,477,4,0
78,193,1,0
78,378,0,13
78,38,11,0
78,413,0,12
78,453,2,0
78,923,8,24
78,939,14,0
78,649,0,8
78,200,2,0
78,181,2,0
78,513,2,0
78,27,2,0
78,478,6,0
78,59,7,0
78,343,6,1
78,14,6,0
78,677,6,0
78,461,9,4
78,250,10,0
78,525,10,0
78,889,7,0
78,118,6,3
78,656,7,1
78,432,0,24
78,488,6,2
78,533,2,6
78,248,2,0
78,401,2,0
78,198,6,2
78,836,7,0
78,763,10,8
78,867,4,15
78,269,2,0
78,751,2,0
78,893,8,0
78,420,8,2
78,809,8,0
78,119,2,0
78,574,0,12
78,15,12,0
78,252,0,12
78,793,2,0
78,691,2,0
78,637,4,2
78,232,3,0
78,510,4,0
78,120,0,1
78,720,2,2
78,771,2,2
78,20,0,20
78,447,6,0
78,424,4,0
78,106,2,0
78,159,0,4
78,162,0,1
78,460,0,28
78,441,1,0
79,159,8,10
79,250,27,3
79,267,5,7
79,453,5,0
79,117,11,38
79,253,19,0
79,374,8,48
79,47,8,0
79,270,43,30
79,38,16,0
79,725,5,3
79,97,3,0
79,603,9,11
79,923,9,31
79,763,12,10
79,213,6,0
79,656,6,1
79,889,5,0
79,809,20,0
79,461,18,6
79,420,18,4
79,71,8,12
79,489,20,14
79,939,12,0
79,867,11,36
79,502,17,3
79,513,4,2
79,200,6,0
79,637,10,1
79,582,1,0
79,27,0,8
79,181,2,0
79,649,2,0
79,252,0,30
79,261,2,0
79,236,2,0
79,488,5,16
79,232,6,2
79,836,6,2
79,79,2,0
79,706,2,0
79,886,33,45
79,434,13,5
79,164,11,5
79,477,9,3
79,634,10,3
79,574,0,12
79,15,12,2
79,119,9,2
79,18,4,1
79,165,3,20
79,615,13,4
79,77,0,4
79,921,6,0
79,464,7,4
79,222,3,0
79,533,2,3
79,198,2,0
79,248,2,0
79,401,2,0
79,638,8,0
79,510,6,0
79,674,9,1
79,854,13,0
79,702,9,1
79,527,3,4
79,677,3,3
79,343,3,2
79,246,0,19
79,751,7,0
79,205,2,0
79,866,2,0
79,691,4,0
79,118,3,2
79,880,7,17
79,491,6,3
