timestamp,i,j,duration
223680,117,603,20
223680,603,1260,20
223680,200,1414,20
223680,290,694,20
223700,55,603,20
223700,117,603,20
223700,141,461,20
223700,272,744,20
223700,603,1260,20
223700,55,77,20
223700,290,694,20
223720,232,744,20
223720,272,845,20
223720,650,882,20
223720,77,1260,20
223720,117,603,20
223720,55,447,20
223720,751,809,20
223720,744,845,20
223720,290,694,20
223740,141,232,20
223740,290,694,20
223740,99,1164,20
223740,55,447,20
223760,232,744,20
223760,117,603,20
223760,272,744,20
223760,141,677,20
223760,200,1414,20
223760,290,694,20
223760,173,741,20
223760,232,845,20
223780,650,882,20
223780,18,797,20
223780,272,744,20
223780,275,694,20
223780,744,845,20
223780,290,694,20
223780,173,741,20
223780,603,694,20
223800,232,744,20
223800,272,845,20
223800,99,1164,20
223800,117,603,20
223800,55,447,20
223800,272,744,20
223800,290,694,20
223800,290,603,20
223820,232,744,20
223820,272,845,20
223820,77,428,20
223820,272,744,20
223820,744,845,20
223820,290,603,20
223820,77,603,20
223820,232,845,20
223840,232,744,20
223840,272,845,20
223840,275,290,20
223840,117,603,20
223840,272,744,20
223840,744,845,20
223840,650,882,20
223840,290,603,20
223840,232,845,20
223860,232,744,20
223860,650,882,20
223860,117,603,20
223860,55,447,20
223860,272,744,20
223860,744,845,20
223860,232,845,20
223880,272,845,20
223880,650,882,20
223880,99,1164,20
223880,173,741,20
223880,117,603,20
223900,232,744,20
223900,272,845,20
223900,272,525,20
223900,272,744,20
223900,744,845,20
223900,290,603,20
223900,173,741,20
223920,232,744,20
223920,650,882,20
223920,117,603,20
223920,272,744,20
223920,744,845,20
223920,290,603,20
223940,272,845,20
223940,650,882,20
223940,55,447,20
223940,117,603,20
223940,272,744,20
223940,232,272,20
223940,751,809,20
223940,744,845,20
223940,290,603,20
223960,272,845,20
223960,378,656,20
223960,55,447,20
223960,210,1260,20
223960,290,694,20
223960,173,741,20
223980,650,882,20
223980,99,1164,20
223980,55,447,20
223980,232,272,20
223980,210,1260,20
223980,290,694,20
224000,232,744,20
224000,55,447,20
224000,232,272,20
224000,210,1260,20
224000,290,694,20
224000,232,845,20
224020,232,744,20
224020,272,845,20
224020,272,744,20
224020,210,1260,20
224020,744,845,20
224020,290,694,20
224020,232,845,20
224040,77,428,20
224040,744,845,20
224040,99,1164,20
224040,232,845,20
224060,346,779,20
224060,232,272,20
224060,210,1260,20
224060,290,694,20
224060,232,845,20
224060,99,1164,20
224080,232,744,20
224080,346,779,20
224080,232,272,20
224080,55,77,20
224080,744,845,20
224080,232,845,20
224100,272,845,20
224120,272,845,20
224120,650,882,20
224120,232,272,20
224140,272,845,20
224140,117,603,20
224140,272,744,20
224140,232,272,20
224140,751,809,20
224140,744,845,20
224160,272,845,20
224160,99,1164,20
224160,272,525,20
224160,272,744,20
224160,232,272,20
224160,751,809,20
224160,290,603,20
224160,232,845,20
224180,272,845,20
224180,232,272,20
224180,275,603,20
224180,290,603,20
224180,428,603,20
224180,232,845,20
224200,290,603,20
224200,232,272,20
224200,428,603,20
224200,346,779,20
224200,232,845,20
224220,290,603,20
224220,99,1164,20
224220,232,272,20
224240,232,744,20
224240,272,845,20
224240,99,1164,20
224240,232,272,20
224240,751,809,20
224240,290,603,20
224240,232,845,20
224260,210,275,20
224260,272,677,20
224260,290,603,20
224260,215,998,20
224260,232,272,20
224280,272,677,20
224280,290,603,20
224300,272,677,20
224300,55,447,20
224300,232,272,20
224320,99,1164,20
224340,468,939,20
224340,165,498,20
224340,232,272,20
224360,468,939,20
224360,290,603,20
224360,488,882,20
224360,99,1164,20
224360,55,447,20
224380,210,275,20
224380,272,845,20
224380,99,1164,20
224380,55,447,20
224380,468,939,20
224380,165,498,20
224380,488,882,20
224400,468,939,20
224400,488,882,20
224420,210,275,20
224420,488,882,20
224440,210,275,20
224440,488,882,20
224460,210,275,20
224460,272,845,20
224460,488,882,20
224480,210,275,20
224480,200,874,20
224480,488,882,20
224500,210,275,20
224500,272,845,20
224500,488,882,20
224520,210,275,20
224520,272,845,20
224520,488,882,20
224520,744,845,20
224520,272,744,20
224540,488,882,20
224580,290,428,20
224580,488,882,20
224580,603,694,20
224600,290,428,20
224600,63,285,20
224600,488,882,20
224600,173,741,20
224620,290,428,20
224620,210,275,20
224620,99,1164,20
224640,290,428,20
224640,210,275,20
224640,99,1164,20
224640,488,882,20
224660,290,428,20
224660,210,275,20
224660,63,285,20
224660,99,1164,20
224660,488,882,20
224680,290,428,20
224680,210,275,20
224680,63,285,20
224680,99,1164,20
224680,488,882,20
224700,290,428,20
224700,210,275,20
224720,210,275,20
224720,290,428,20
224720,99,1164,20
224740,210,275,20
224740,290,428,20
224760,290,428,20
224760,210,275,20
224760,99,1164,20
224760,173,741,20
224780,290,428,20
224780,428,603,20
224780,99,1164,20
224780,173,741,20
224780,89,428,20
224800,290,428,20
224800,290,603,20
224800,99,1164,20
224800,89,603,20
224820,290,428,20
224820,378,741,20
224840,99,1164,20
224840,488,882,20
224860,290,603,20
224860,99,1164,20
224880,275,603,20
224880,290,603,20
224900,428,694,20
224900,54,156,20
224920,488,650,20
224920,650,882,20
224920,99,1164,20
224960,290,1260,20
224960,99,1164,20
224980,290,1260,20
224980,197,502,20
225000,197,502,20
225000,706,923,20
225020,99,1164,20
225020,706,923,20
225020,744,845,20
225040,99,1164,20
225040,232,706,20
225060,706,923,20
225080,99,1164,20
225080,706,923,20
225100,706,923,20
225100,232,650,20
225120,77,346,20
225120,232,650,20
225140,77,346,20
225140,706,923,20
225140,232,650,20
225160,77,346,20
225160,220,1204,20
225160,706,923,20
225160,232,650,20
225180,290,1260,20
225180,77,346,20
225180,706,923,20
225200,99,1164,20
225200,706,923,20
225200,89,220,20
225200,496,1414,20
225200,290,1260,20
225200,77,346,20
225200,173,741,20
225220,77,346,20
225220,706,923,20
225220,496,1414,20
225240,77,346,20
225240,99,1164,20
225260,77,346,20
225260,89,220,20
225280,77,346,20
225280,89,220,20
225280,744,845,20
225300,290,1260,20
225300,77,346,20
225300,89,220,20
225300,77,779,20
225300,252,275,20
225320,97,220,20
225320,89,220,20
225320,252,275,20
225340,77,346,20
225340,97,220,20
225340,74,333,20
225360,77,346,20
225360,97,220,20
225360,38,435,20
225360,99,1164,20
225380,77,346,20
225400,77,441,20
225400,38,435,20
225400,77,346,20
225420,77,441,20
225440,77,346,20
225440,220,720,20
225440,99,1164,20
225440,77,441,20
225460,77,346,20
225480,77,346,20
225480,99,1164,20
225500,77,346,20
225500,488,882,20
225520,77,346,20
225520,99,1164,20
225540,77,346,20
225560,77,346,20
225580,77,346,20
225580,99,1164,20
225600,97,220,20
225600,275,882,20
225620,275,882,20
225640,275,882,20
225660,99,1164,20
225660,173,741,20
225660,275,882,20
225680,275,882,20
225700,275,882,20
225720,275,882,20
225740,99,1164,20
225740,706,923,20
225760,220,720,20
225760,38,435,20
225760,275,882,20
225780,220,720,20
225780,38,435,20
225800,220,720,20
225800,38,435,20
225800,99,1164,20
225800,173,741,20
225820,97,220,20
225820,252,882,20
225820,744,845,20
225820,290,1260,20
225820,220,720,20
225820,38,435,20
225840,97,220,20
225840,275,882,20
225860,97,220,20
225860,38,435,20
225860,220,720,20
225880,220,720,20
225880,99,1164,20
225920,220,720,20
225940,220,720,20
225940,99,1164,20
225960,272,677,20
225980,99,1164,20
226020,39,72,20
226040,99,1164,20
226060,38,435,20
226060,99,1164,20
226080,141,447,20
226080,99,1164,20
226080,200,488,20
226100,38,435,20
226100,99,1164,20
226100,200,488,20
226120,38,435,20
226120,200,488,20
226140,38,435,20
226140,200,488,20
226160,38,435,20
226160,200,488,20
226160,275,882,20
226180,38,435,20
226180,272,525,20
226180,275,882,20
226200,38,435,20
226200,200,488,20
226200,706,923,20
226200,275,882,20
226220,275,882,20
226220,38,435,20
226220,99,1164,20
226220,706,923,20
226220,200,488,20
226240,38,435,20
226240,200,488,20
226240,275,882,20
226260,38,435,20
226260,200,488,20
226260,275,882,20
226280,252,882,20
226280,38,435,20
226280,200,488,20
226280,275,882,20
226300,252,882,20
226300,38,435,20
226300,744,845,20
226300,200,488,20
226300,275,882,20
226320,252,882,20
226320,38,435,20
226320,200,488,20
226320,18,744,20
226340,38,435,20
226340,200,488,20
226360,38,435,20
226360,200,488,20
226360,275,882,20
226380,97,220,20
226380,38,435,20
226380,200,488,20
226380,275,882,20
226400,97,220,20
226400,38,435,20
226400,200,488,20
226400,275,882,20
226420,38,435,20
226420,200,488,20
226420,486,525,20
226420,275,882,20
226440,200,488,20
226460,252,275,20
226460,38,435,20
226460,200,488,20
226460,275,882,20
226480,252,882,20
226480,38,435,20
226480,200,488,20
226480,275,882,20
226500,38,435,20
226500,200,488,20
226500,272,893,20
226520,275,882,20
226520,99,1164,20
226520,200,488,20
226540,252,275,20
226540,275,882,20
226560,275,882,20
226580,744,845,20
226580,99,1164,20
226580,200,488,20
226620,99,1164,20
226620,744,845,20
226660,295,447,20
226660,275,882,20
226680,295,447,20
226700,97,220,20
226700,38,435,20
226700,99,1164,20
226700,200,488,20
226720,220,720,20
226720,38,435,20
226720,99,1164,20
226720,275,882,20
226720,200,488,20
226740,220,720,20
226740,38,435,20
226740,295,447,20
226740,99,1164,20
226740,200,488,20
226760,38,435,20
226760,99,1164,20
226760,200,488,20
226780,97,220,20
226780,38,435,20
226780,99,1164,20
226780,200,488,20
226800,220,720,20
226800,252,882,20
226800,200,488,20
226820,220,720,20
226820,496,874,20
226820,99,1164,20
226820,200,488,20
226840,496,874,20
226840,200,488,20
226860,496,874,20
226860,200,488,20
226880,252,882,20
226880,99,1164,20
226880,272,893,20
226880,200,488,20
226900,200,488,20
226920,267,420,20
226920,38,435,20
226920,200,488,20
226940,200,488,20
226960,38,435,20
226960,99,1164,20
226960,200,488,20
226980,496,874,20
226980,38,435,20
226980,200,488,20
226980,119,366,20
227000,200,488,20
227020,147,346,20
227020,496,874,20
227020,295,447,20
227020,99,1164,20
227020,200,488,20
227040,200,488,20
227060,200,488,20
227080,252,882,20
227080,178,242,20
227080,99,1164,20
227080,200,488,20
227100,220,720,20
227100,200,488,20
227120,220,720,20
227120,99,1164,20
227120,200,488,20
227140,220,720,20
227140,38,435,20
227140,99,1164,20
227140,200,488,20
227160,252,275,20
227160,267,420,20
227160,200,488,20
227180,200,488,20
227200,486,525,20
227200,99,1164,20
227200,200,488,20
227220,200,488,20
227240,252,275,20
227240,486,525,20
227240,200,488,20
227240,272,893,20
227260,220,720,20
227260,39,285,20
227280,97,220,20
227280,200,488,20
227300,200,488,20
227320,59,285,20
227340,59,285,20
227340,38,435,20
227340,99,1164,20
227340,200,488,20
227360,232,744,20
227360,38,435,20
227380,366,836,20
227380,38,435,20
227380,147,580,20
227380,200,488,20
227400,38,435,20
227420,38,435,20
227420,200,488,20
227420,117,923,20
227440,38,435,20
227440,200,488,20
227460,272,893,20
227480,200,488,20
227500,99,1164,20
227500,200,488,20
227520,119,366,20
227520,200,488,20
227540,38,435,20
227540,200,488,20
227540,117,1414,20
227560,15,372,20
227560,200,488,20
227560,285,889,20
227580,99,1164,20
227580,200,488,20
227620,99,1164,20
227620,200,488,20
227640,285,889,20
227660,38,435,20
227660,99,1164,20
227680,38,435,20
227680,147,580,20
227700,38,435,20
227700,147,580,20
227700,99,1164,20
227720,38,435,20
227720,200,488,20
227740,38,435,20
227740,147,580,20
227740,117,1414,20
227760,38,435,20
227760,99,1164,20
227760,200,488,20
227780,220,720,20
227800,220,720,20
227800,63,285,20
227800,99,1164,20
227800,407,468,20
227820,407,468,20
227820,15,425,20
227820,147,580,20
227820,99,1164,20
227840,407,468,20
227860,165,498,20
227880,99,1164,20
227960,99,1164,20
227960,117,1414,20
227980,252,275,20
227980,99,1164,20
228000,252,275,20
228020,205,615,20
228020,252,275,20
228040,252,275,20
228060,252,275,20
228060,99,1164,20
228080,252,275,20
228080,486,525,20
228100,252,275,20
228120,252,275,20
228140,252,275,20
228140,99,1164,20
228160,252,275,20
228160,99,1164,20
228180,55,1245,20
228180,252,275,20
228180,706,923,20
228180,531,650,20
228200,428,706,20
228200,428,923,20
228200,252,275,20
228200,117,1414,20
228200,55,1245,20
228220,428,706,20
228220,428,923,20
228220,252,275,20
228220,117,1414,20
228240,428,706,20
228240,428,923,20
228240,252,275,20
228240,706,923,20
228240,531,650,20
228260,486,525,20
228260,706,923,20
228280,290,603,20
228280,99,1164,20
228280,486,525,20
228280,117,1414,20
228300,252,275,20
228300,290,603,20
228300,99,1164,20
228300,486,525,20
228300,117,1414,20
228320,117,1414,20
228340,99,1164,20
228340,117,1414,20
228360,55,1245,20
228380,261,859,20
228380,55,1245,20
228400,261,859,20
228400,55,1245,20
228400,197,210,20
228400,117,1414,20
228420,55,1245,20
228420,117,1414,20
228440,55,1245,20
228440,117,1414,20
228460,55,1245,20
228460,117,1414,20
228480,55,1245,20
228480,117,1414,20
228520,486,525,20
228520,99,1164,20
228540,378,741,20
228560,378,741,20
228580,378,741,20
228620,290,603,20
228640,378,741,20
228660,117,1414,20
228680,290,603,20
228680,117,1414,20
228700,117,1414,20
228720,290,428,20
228720,580,779,20
228720,147,649,20
228720,99,1164,20
228720,407,706,20
228740,261,859,20
228740,97,220,20
228740,89,97,20
228760,261,859,20
228760,220,720,20
228760,99,1164,20
228780,220,720,20
228800,220,720,20
228800,89,220,20
228820,97,220,20
228820,99,1164,20
228820,290,428,20
228820,89,220,20
228820,220,720,20
228820,89,97,20
228840,290,428,20
228860,261,859,20
228860,401,779,20
228860,220,720,20
228860,89,220,20
228860,290,428,20
228880,401,779,20
228880,220,720,20
228880,401,580,20
228880,252,275,20
228880,89,97,20
228900,261,859,20
228900,290,428,20
228900,220,720,20
228900,89,220,20
228900,89,97,20
228920,261,859,20
228920,290,428,20
228920,89,97,20
228940,261,859,20
228940,290,428,20
228940,261,372,20
228940,372,859,20
228960,290,428,20
228960,89,220,20
228960,99,1164,20
228960,372,859,20
228980,290,428,20
228980,372,859,20
228980,117,1414,20
229000,290,428,20
229000,89,220,20
229000,372,859,20
229000,117,1414,20
229020,290,428,20
229020,372,859,20
229040,290,428,20
229040,407,706,20
229040,401,580,20
229040,372,859,20
229040,346,603,20
229060,290,428,20
229060,407,706,20
229060,401,580,20
229060,372,859,20
229060,346,603,20
229080,401,580,20
229080,372,859,20
229080,290,428,20
229080,407,706,20
229080,272,893,20
229080,220,720,20
229100,401,580,20
229100,372,859,20
229120,290,428,20
229120,407,706,20
229120,401,580,20
229120,372,859,20
229120,15,261,20
229140,401,580,20
229140,372,859,20
229140,290,428,20
229140,261,859,20
229140,603,779,20
229140,220,720,20
229140,97,720,20
229140,15,353,20
229160,401,580,20
229160,372,859,20
229160,261,353,20
229160,261,295,20
229160,603,779,20
229160,97,720,20
229160,117,1414,20
229180,401,580,20
229180,372,859,20
229180,290,428,20
229180,261,353,20
229180,272,893,20
229180,603,779,20
229180,220,720,20
229180,117,1414,20
229200,156,694,20
229200,401,580,20
229200,372,859,20
229200,290,428,20
229200,603,779,20
229200,220,720,20
229200,54,158,20
229200,117,1414,20
229220,401,580,20
229220,99,1164,20
229220,346,603,20
229220,290,428,20
229220,603,779,20
229220,615,1342,20
229220,372,859,20
229240,290,428,20
229240,401,580,20
229240,372,859,20
229240,615,1342,20
229260,290,428,20
229260,401,580,20
229260,372,859,20
229260,615,1342,20
229260,346,603,20
229280,290,428,20
229280,252,275,20
229280,401,580,20
229280,372,859,20
229280,346,603,20
229300,290,428,20
229300,401,580,20
229300,372,859,20
229300,346,603,20
229320,290,428,20
229320,401,580,20
229320,372,859,20
229320,117,1414,20
229340,401,580,20
229340,372,859,20
229340,119,366,20
229360,97,220,20
229360,346,603,20
229360,372,859,20
229360,117,1414,20
229380,603,779,20
229380,97,220,20
229380,401,580,20
229380,372,859,20
229380,295,694,20
229400,77,498,20
229400,372,859,20
229400,372,694,20
229400,173,836,20
229420,173,836,20
229420,694,859,20
229420,372,859,20
229420,372,694,20
229420,346,603,20
229440,694,859,20
229440,372,859,20
229440,372,694,20
229460,372,859,20
229460,346,603,20
229480,252,275,20
229480,401,580,20
229480,372,859,20
229480,346,603,20
229500,401,580,20
229500,372,859,20
229500,346,603,20
229500,694,859,20
229500,372,694,20
229500,252,275,20
229520,252,275,20
229520,401,580,20
229520,694,859,20
229520,372,859,20
229520,346,603,20
229540,401,580,20
229540,372,859,20
229540,694,859,20
229540,372,694,20
229540,603,779,20
229540,252,275,20
229560,401,580,20
229560,372,859,20
229560,346,603,20
229560,694,859,20
229560,372,694,20
229560,603,779,20
229560,252,275,20
229560,219,753,20
229580,401,580,20
229580,99,1164,20
229580,372,694,20
229580,252,275,20
229580,219,753,20
229580,372,859,20
229600,219,753,20
229600,252,275,20
229600,694,859,20
229600,372,859,20
229600,372,694,20
229620,401,580,20
229620,372,859,20
229620,346,603,20
229620,71,426,20
229620,694,859,20
229620,372,694,20
229620,252,275,20
229620,219,753,20
229620,122,871,20
229640,401,580,20
229640,372,859,20
229640,346,603,20
229640,694,859,20
229640,372,694,20
229640,219,753,20
229660,372,859,20
229660,346,603,20
229660,372,694,20
229660,603,779,20
229660,252,275,20
229660,219,753,20
229680,372,859,20
229680,346,603,20
229680,372,694,20
229680,650,845,20
229680,252,275,20
229680,219,753,20
229700,401,580,20
229700,372,859,20
229700,486,525,20
229700,372,694,20
229700,603,779,20
229700,219,753,20
229720,372,859,20
229720,173,836,20
229720,272,743,20
229720,372,694,20
229720,650,845,20
229720,603,779,20
229720,219,753,20
229740,650,845,20
229740,401,580,20
229740,99,1164,20
229740,372,694,20
229740,372,859,20
229760,220,720,20
229760,401,580,20
229760,219,753,20
229760,252,275,20
229780,220,720,20
229780,401,580,20
229780,219,753,20
229780,252,275,20
229800,426,498,20
229800,650,845,20
229800,220,720,20
229800,401,580,20
229800,173,836,20
229820,219,753,20
229820,71,426,20
229820,744,845,20
229820,252,275,20
229820,650,845,20
229840,220,720,20
229840,272,743,20
229840,219,753,20
229840,99,1164,20
229840,252,275,20
229860,603,779,20
229860,220,720,20
229860,219,753,20
229860,252,275,20
229880,220,720,20
229880,219,753,20
229880,99,1164,20
229880,252,275,20
229880,346,603,20
229900,173,836,20
229900,156,447,20
229900,346,603,20
229900,603,779,20
229900,220,720,20
229900,252,275,20
229920,220,720,20
229920,290,741,20
229920,252,275,20
229920,346,603,20
229940,220,720,20
229940,650,845,20
229940,219,753,20
229940,346,603,20
229960,252,275,20
229960,173,836,20
229960,219,753,20
229960,650,845,20
229980,252,275,20
229980,219,753,20
229980,272,743,20
229980,650,845,20
230000,272,743,20
230020,219,753,20
230020,252,275,20
230020,290,741,20
230040,252,275,20
230040,219,753,20
230060,252,275,20
230060,650,845,20
230060,346,580,20
230080,99,1164,20
230080,650,744,20
230080,378,741,20
230080,74,763,20
230080,650,845,20
230080,252,275,20
230100,220,720,20
230100,272,743,20
230100,252,275,20
230120,220,720,20
230120,346,779,20
230120,252,275,20
230120,753,939,20
230140,272,743,20
230140,290,741,20
230140,74,158,20
230140,252,275,20
230140,753,939,20
230160,220,720,20
230160,290,741,20
230160,74,158,20
230160,252,275,20
230180,486,743,20
230180,252,275,20
230180,650,845,20
230200,252,275,20
230200,650,845,20
230220,544,1260,20
230220,220,720,20
230220,290,741,20
230220,252,275,20
230240,923,939,20
230240,252,275,20
230260,923,939,20
230260,252,275,20
230280,220,720,20
230280,272,743,20
230280,252,275,20
230300,322,513,20
230300,252,275,20
230300,272,743,20
230320,322,513,20
230320,378,741,20
230320,99,1164,20
230340,18,232,20
230340,322,513,20
230340,220,720,20
230360,322,513,20
230380,322,513,20
230380,252,275,20
230400,252,275,20
230400,378,741,20
230400,99,1164,20
230420,322,513,20
230440,272,743,20
230440,378,741,20
230440,99,1164,20
230460,156,447,20
230460,322,513,20
230460,378,741,20
230460,650,845,20
230480,156,447,20
230480,407,706,20
230480,272,743,20
230480,378,741,20
230480,650,845,20
230480,322,513,20
230500,156,447,20
230500,407,706,20
230500,378,741,20
230500,99,1164,20
230520,322,513,20
230520,267,420,20
230540,650,744,20
230540,322,513,20
230540,407,706,20
230540,117,1414,20
230560,378,741,20
230560,694,859,20
230560,998,1260,20
230580,407,706,20
230580,97,220,20
230580,378,741,20
230600,97,220,20
230600,372,859,20
230600,173,836,20
230600,407,706,20
230600,272,743,20
230600,322,513,20
230620,407,706,20
230620,378,741,20
230620,694,859,20
230620,372,859,20
230620,173,836,20
230640,407,706,20
230640,173,836,20
230640,694,859,20
230640,99,1164,20
230640,322,513,20
230660,407,706,20
230660,650,845,20
230660,694,859,20
230660,173,836,20
230680,407,706,20
230680,694,859,20
230700,434,642,20
230700,642,880,20
230700,173,836,20
230700,884,1342,20
230700,650,845,20
230720,372,859,20
230720,173,836,20
230720,880,1342,20
230720,650,845,20
230720,322,513,20
230720,642,1342,20
230720,205,642,20
230740,205,884,20
230740,322,513,20
230740,378,741,20
230740,372,859,20
230740,880,884,20
230760,205,615,20
230760,642,884,20
230760,378,741,20
230760,205,880,20
230760,744,845,20
230760,615,884,20
230780,322,513,20
230780,378,741,20
230800,322,513,20
230800,650,744,20
230820,642,884,20
230820,650,744,20
230820,378,741,20
230820,880,884,20
230820,322,513,20
230820,642,1342,20
230820,407,706,20
230840,205,615,20
230840,884,1342,20
230840,706,923,20
230840,407,706,20
230840,407,923,20
230840,880,884,20
230860,884,1342,20
230860,751,884,20
230860,642,884,20
230860,650,744,20
230860,378,741,20
230860,744,845,20
230860,751,1342,20
230880,205,615,20
230880,880,884,20
230880,434,884,20
230880,615,880,20
230900,642,880,20
230920,205,615,20
230920,751,1342,20
230960,378,741,20
230960,998,1260,20
230980,650,744,20
230980,322,634,20
230980,205,574,20
230980,998,1260,20
231000,147,649,20
231000,322,634,20
231000,998,1260,20
231000,252,275,20
231000,372,859,20
231020,147,649,20
231020,322,634,20
231020,252,275,20
231040,232,531,20
231040,99,1164,20
231040,322,634,20
231040,252,275,20
231040,642,1342,20
231040,147,649,20
231060,642,880,20
231060,642,884,20
231060,615,642,20
231060,205,884,20
231060,252,275,20
231060,650,845,20
231060,147,649,20
231060,615,884,20
231060,642,1342,20
231080,378,741,20
231080,220,720,20
231080,615,884,20
231080,880,884,20
231100,751,1342,20
231100,147,649,20
231100,220,720,20
231100,998,1260,20
231100,372,859,20
231120,205,884,20
231120,880,1342,20
231120,642,880,20
231120,322,634,20
231120,615,884,20
231140,642,884,20
231140,322,634,20
231140,998,1260,20
231140,205,884,20
231140,55,1245,20
231140,147,649,20
231140,615,884,20
231160,615,884,20
231160,880,884,20
231180,205,615,20
231180,205,884,20
231180,880,884,20
231180,147,649,20
231180,615,884,20
231180,642,1342,20
231200,884,1342,20
231200,205,884,20
231200,880,884,20
231200,751,1342,20
231200,147,649,20
231200,642,1342,20
231220,642,751,20
231220,642,1342,20
231220,147,649,20
231240,751,1342,20
231240,642,751,20
231240,147,649,20
231240,99,1164,20
231260,147,649,20
231260,615,884,20
231260,89,97,20
231280,642,751,20
231280,372,859,20
231280,642,1342,20
231280,615,884,20
231280,147,649,20
231280,89,97,20
231280,615,880,20
231300,496,653,20
231300,372,859,20
231300,272,743,20
231300,998,1260,20
231300,751,1342,20
231300,147,649,20
231300,615,880,20
231300,89,97,20
231300,156,372,20
231320,372,859,20
231320,99,1164,20
231320,998,1260,20
231320,751,1342,20
231320,147,649,20
231320,89,97,20
231320,615,880,20
231340,205,884,20
231340,147,649,20
231340,615,884,20
231340,407,923,20
231340,89,97,20
231360,574,642,20
231360,407,923,20
231360,751,1342,20
231360,147,649,20
231360,615,884,20
231360,574,1342,20
231380,205,615,20
231380,751,884,20
231380,272,743,20
231380,574,642,20
231380,407,923,20
231380,751,1342,20
231380,147,649,20
231380,574,1342,20
231400,642,751,20
231400,642,884,20
231400,998,1260,20
231400,407,923,20
231400,751,1342,20
231400,147,649,20
231400,574,751,20
231420,89,220,20
231420,998,1260,20
231420,205,884,20
231420,407,923,20
231420,880,884,20
231420,751,1342,20
231420,147,649,20
231440,751,1342,20
231440,147,649,20
231440,89,220,20
231440,407,923,20
231460,205,884,20
231460,147,649,20
231460,621,744,20
231460,880,884,20
231480,89,97,20
231480,147,649,20
231480,97,220,20
231480,99,1164,20
231480,74,333,20
231500,97,220,20
231500,147,649,20
231520,97,220,20
231520,99,1164,20
231520,147,649,20
231540,205,615,20
231540,346,649,20
231540,97,220,20
231540,998,1260,20
231540,205,884,20
231540,18,621,20
231540,880,884,20
231540,147,649,20
231540,615,880,20
231560,205,615,20
231560,998,1260,20
231560,205,884,20
231560,18,621,20
231560,147,649,20
231560,615,884,20
231580,147,649,20
231580,18,621,20
231580,97,220,20
231600,147,649,20
231600,504,510,20
231600,97,220,20
231600,998,1260,20
231620,147,649,20
231620,99,1164,20
231620,998,1260,20
231640,510,1260,20
231640,97,220,20
231640,99,1164,20
231640,880,1342,20
231640,998,1260,20
231640,147,649,20
231660,751,1342,20
231660,642,751,20
231660,615,751,20
231660,147,649,20
231660,615,1342,20
231680,504,510,20
231680,884,1342,20
231680,751,884,20
231680,642,884,20
231680,466,525,20
231680,880,884,20
231680,147,649,20
231700,649,779,20
231700,99,1164,20
231700,751,884,20
231700,466,525,20
231700,751,1342,20
231700,642,1342,20
231700,884,1342,20
231700,147,649,20
231700,428,520,20
231720,97,220,20
231720,99,1164,20
231720,466,525,20
231720,744,845,20
231720,147,649,20
231720,428,520,20
231740,147,649,20
231740,428,520,20
231740,97,220,20
231740,751,884,20
231760,147,649,20
231760,97,220,20
231780,147,649,20
231780,642,1342,20
231780,97,220,20
231780,615,1342,20
231780,615,642,20
231800,147,649,20
231800,642,1342,20
231800,97,220,20
231800,998,1260,20
231820,97,220,20
231820,147,649,20
231840,97,220,20
231840,147,649,20
231840,998,1260,20
231860,97,220,20
231860,147,649,20
231860,998,1260,20
231880,466,525,20
231880,147,649,20
231880,97,220,20
231880,461,626,20
231900,147,649,20
231920,147,649,20
231920,119,366,20
231920,626,638,20
231940,147,649,20
231960,147,649,20
231960,99,1164,20
231980,147,649,20
231980,71,147,20
231980,99,1164,20
231980,615,1342,20
232000,147,649,20
232000,97,220,20
232020,504,638,20
232020,97,220,20
232020,147,649,20
232040,97,220,20
232040,884,1342,20
232040,642,884,20
232040,615,642,20
232040,642,1342,20
232040,615,884,20
232040,147,649,20
232040,615,1342,20
232060,147,649,20
232060,97,220,20
232060,615,1342,20
232060,642,884,20
232080,97,220,20
232080,615,884,20
232080,884,1342,20
232080,615,1342,20
232100,97,220,20
232100,615,884,20
232100,615,1342,20
232100,884,1342,20
232120,97,220,20
232120,615,884,20
232120,884,1342,20
232120,615,1342,20
232140,97,220,20
232140,346,779,20
232160,97,220,20
232160,998,1260,20
232160,346,779,20
232180,97,220,20
232180,378,741,20
232180,998,1260,20
232200,97,220,20
232200,378,741,20
232220,156,447,20
232220,642,1342,20
232220,378,741,20
232220,71,147,20
232220,156,372,20
232240,378,741,20
232240,998,1260,20
232260,156,447,20
232260,378,741,20
232320,998,1260,20
232320,156,372,20
232340,998,1260,20
232340,372,859,20
232360,372,859,20
232380,99,1164,20
232380,372,859,20
232440,97,220,20
232460,372,859,20
232520,18,141,20
232540,372,859,20
232560,97,220,20
232580,97,220,20
232580,372,859,20
232600,97,220,20
232600,378,741,20
232600,220,720,20
232620,220,720,20
232640,220,720,20
232640,15,353,20
232660,97,220,20
232660,378,741,20
232660,15,353,20
232680,77,954,20
232680,97,220,20
232680,97,720,20
232680,220,1204,20
232680,15,353,20
232700,156,447,20
232700,220,720,20
232700,97,720,20
232720,378,741,20
232720,99,1164,20
232720,720,1204,20
232740,378,741,20
232740,486,525,20
232760,378,741,20
232780,378,741,20
232780,753,790,20
232780,99,1164,20
232800,753,790,20
232840,99,1164,20
232860,197,626,20
232860,97,220,20
232880,54,158,20
232900,99,1164,20
232920,178,242,20
