timestamp,i,j,duration,time_norm
228860,290,428,20,200020
228880,401,779,20,200040
228880,220,720,20,200040
228880,401,580,20,200040
228880,252,275,20,200040
228880,89,97,20,200040
228900,261,859,20,200060
228900,290,428,20,200060
228900,220,720,20,200060
228900,89,220,20,200060
228900,89,97,20,200060
228920,261,859,20,200080
228920,290,428,20,200080
228920,89,97,20,200080
228940,261,859,20,200100
228940,290,428,20,200100
228940,261,372,20,200100
228940,372,859,20,200100
228960,290,428,20,200120
228960,89,220,20,200120
228960,99,1164,20,200120
228960,372,859,20,200120
228980,290,428,20,200140
228980,372,859,20,200140
228980,117,1414,20,200140
229000,290,428,20,200160
229000,89,220,20,200160
229000,372,859,20,200160
229000,117,1414,20,200160
229020,290,428,20,200180
229020,372,859,20,200180
229040,290,428,20,200200
229040,407,706,20,200200
229040,401,580,20,200200
229040,372,859,20,200200
229040,346,603,20,200200
229060,290,428,20,200220
229060,407,706,20,200220
229060,401,580,20,200220
229060,372,859,20,200220
229060,346,603,20,200220
229080,401,580,20,200240
229080,372,859,20,200240
229080,290,428,20,200240
229080,407,706,20,200240
229080,272,893,20,200240
229080,220,720,20,200240
229100,401,580,20,200260
229100,372,859,20,200260
229120,290,428,20,200280
229120,407,706,20,200280
229120,401,580,20,200280
229120,372,859,20,200280
229120,15,261,20,200280
229140,401,580,20,200300
229140,372,859,20,200300
229140,290,428,20,200300
229140,261,859,20,200300
229140,603,779,20,200300
229140,220,720,20,200300
229140,97,720,20,200300
229140,15,353,20,200300
229160,401,580,20,200320
229160,372,859,20,200320
229160,261,353,20,200320
229160,261,295,20,200320
229160,603,779,20,200320
229160,97,720,20,200320
229160,117,1414,20,200320
229180,401,580,20,200340
229180,372,859,20,200340
229180,290,428,20,200340
229180,261,353,20,200340
229180,272,893,20,200340
229180,603,779,20,200340
229180,220,720,20,200340
229180,117,1414,20,200340
229200,156,694,20,200360
229200,401,580,20,200360
229200,372,859,20,200360
229200,290,428,20,200360
229200,603,779,20,200360
229200,220,720,20,200360
229200,54,158,20,200360
229200,117,1414,20,200360
229220,401,580,20,200380
229220,99,1164,20,200380
229220,346,603,20,200380
229220,290,428,20,200380
229220,603,779,20,200380
229220,615,1342,20,200380
229220,372,859,20,200380
229240,290,428,20,200400
229240,401,580,20,200400
229240,372,859,20,200400
229240,615,1342,20,200400
229260,290,428,20,200420
229260,401,580,20,200420
229260,372,859,20,200420
229260,615,1342,20,200420
229260,346,603,20,200420
229280,290,428,20,200440
229280,252,275,20,200440
229280,401,580,20,200440
229280,372,859,20,200440
229280,346,603,20,200440
229300,290,428,20,200460
229300,401,580,20,200460
229300,372,859,20,200460
229300,346,603,20,200460
229320,290,428,20,200480
229320,401,580,20,200480
229320,372,859,20,200480
229320,117,1414,20,200480
229340,401,580,20,200500
229340,372,859,20,200500
229340,119,366,20,200500
229360,97,220,20,200520
229360,346,603,20,200520
229360,372,859,20,200520
229360,117,1414,20,200520
229380,603,779,20,200540
229380,97,220,20,200540
229380,401,580,20,200540
229380,372,859,20,200540
229380,295,694,20,200540
229400,77,498,20,200560
229400,372,859,20,200560
229400,372,694,20,200560
229400,173,836,20,200560
229420,173,836,20,200580
229420,694,859,20,200580
229420,372,859,20,200580
229420,372,694,20,200580
229420,346,603,20,200580
229440,694,859,20,200600
229440,372,859,20,200600
229440,372,694,20,200600
229460,372,859,20,200620
229460,346,603,20,200620
229480,252,275,20,200640
229480,401,580,20,200640
229480,372,859,20,200640
229480,346,603,20,200640
229500,401,580,20,200660
229500,372,859,20,200660
229500,346,603,20,200660
229500,694,859,20,200660
229500,372,694,20,200660
229500,252,275,20,200660
229520,252,275,20,200680
229520,401,580,20,200680
229520,694,859,20,200680
229520,372,859,20,200680
229520,346,603,20,200680
229540,401,580,20,200700
229540,372,859,20,200700
229540,694,859,20,200700
229540,372,694,20,200700
229540,603,779,20,200700
229540,252,275,20,200700
229560,401,580,20,200720
229560,372,859,20,200720
229560,346,603,20,200720
229560,694,859,20,200720
229560,372,694,20,200720
229560,603,779,20,200720
229560,252,275,20,200720
229560,219,753,20,200720
229580,401,580,20,200740
229580,99,1164,20,200740
229580,372,694,20,200740
229580,252,275,20,200740
229580,219,753,20,200740
229580,372,859,20,200740
229600,219,753,20,200760
229600,252,275,20,200760
229600,694,859,20,200760
229600,372,859,20,200760
229600,372,694,20,200760
229620,401,580,20,200780
229620,372,859,20,200780
229620,346,603,20,200780
229620,71,426,20,200780
229620,694,859,20,200780
229620,372,694,20,200780
229620,252,275,20,200780
229620,219,753,20,200780
229620,122,871,20,200780
229640,401,580,20,200800
229640,372,859,20,200800
229640,346,603,20,200800
229640,694,859,20,200800
229640,372,694,20,200800
229640,219,753,20,200800
229660,372,859,20,200820
229660,346,603,20,200820
229660,372,694,20,200820
229660,603,779,20,200820
229660,252,275,20,200820
229660,219,753,20,200820
229680,372,859,20,200840
229680,346,603,20,200840
229680,372,694,20,200840
229680,650,845,20,200840
229680,252,275,20,200840
229680,219,753,20,200840
229700,401,580,20,200860
229700,372,859,20,200860
229700,486,525,20,200860
229700,372,694,20,200860
229700,603,779,20,200860
229700,219,753,20,200860
229720,372,859,20,200880
229720,173,836,20,200880
229720,272,743,20,200880
229720,372,694,20,200880
229720,650,845,20,200880
229720,603,779,20,200880
229720,219,753,20,200880
229740,650,845,20,200900
229740,401,580,20,200900
229740,99,1164,20,200900
229740,372,694,20,200900
229740,372,859,20,200900
229760,220,720,20,200920
229760,401,580,20,200920
229760,219,753,20,200920
229760,252,275,20,200920
229780,220,720,20,200940
229780,401,580,20,200940
229780,219,753,20,200940
229780,252,275,20,200940
229800,426,498,20,200960
229800,650,845,20,200960
229800,220,720,20,200960
229800,401,580,20,200960
229800,173,836,20,200960
229820,219,753,20,200980
229820,71,426,20,200980
229820,744,845,20,200980
229820,252,275,20,200980
229820,650,845,20,200980
229840,220,720,20,201000
229840,272,743,20,201000
229840,219,753,20,201000
229840,99,1164,20,201000
229840,252,275,20,201000
229860,603,779,20,201020
229860,220,720,20,201020
229860,219,753,20,201020
229860,252,275,20,201020
229880,220,720,20,201040
229880,219,753,20,201040
229880,99,1164,20,201040
229880,252,275,20,201040
229880,346,603,20,201040
229900,173,836,20,201060
229900,156,447,20,201060
229900,346,603,20,201060
229900,603,779,20,201060
229900,220,720,20,201060
229900,252,275,20,201060
229920,220,720,20,201080
229920,290,741,20,201080
229920,252,275,20,201080
229920,346,603,20,201080
229940,220,720,20,201100
229940,650,845,20,201100
229940,219,753,20,201100
229940,346,603,20,201100
229960,252,275,20,201120
229960,173,836,20,201120
229960,219,753,20,201120
229960,650,845,20,201120
229980,252,275,20,201140
229980,219,753,20,201140
229980,272,743,20,201140
229980,650,845,20,201140
230000,272,743,20,201160
230020,219,753,20,201180
230020,252,275,20,201180
230020,290,741,20,201180
230040,252,275,20,201200
230040,219,753,20,201200
230060,252,275,20,201220
230060,650,845,20,201220
230060,346,580,20,201220
230080,99,1164,20,201240
230080,650,744,20,201240
230080,378,741,20,201240
230080,74,763,20,201240
230080,650,845,20,201240
230080,252,275,20,201240
230100,220,720,20,201260
230100,272,743,20,201260
230100,252,275,20,201260
230120,220,720,20,201280
230120,346,779,20,201280
230120,252,275,20,201280
230120,753,939,20,201280
230140,272,743,20,201300
230140,290,741,20,201300
230140,74,158,20,201300
230140,252,275,20,201300
230140,753,939,20,201300
230160,220,720,20,201320
230160,290,741,20,201320
230160,74,158,20,201320
230160,252,275,20,201320
230180,486,743,20,201340
230180,252,275,20,201340
230180,650,845,20,201340
230200,252,275,20,201360
230200,650,845,20,201360
230220,544,1260,20,201380
230220,220,720,20,201380
230220,290,741,20,201380
230220,252,275,20,201380
230240,923,939,20,201400
230240,252,275,20,201400
230260,923,939,20,201420
230260,252,275,20,201420
230280,220,720,20,201440
230280,272,743,20,201440
230280,252,275,20,201440
230300,322,513,20,201460
230300,252,275,20,201460
230300,272,743,20,201460
230320,322,513,20,201480
230320,378,741,20,201480
230320,99,1164,20,201480
230340,18,232,20,201500
230340,322,513,20,201500
230340,220,720,20,201500
230360,322,513,20,201520
230380,322,513,20,201540
230380,252,275,20,201540
230400,252,275,20,201560
230400,378,741,20,201560
230400,99,1164,20,201560
230420,322,513,20,201580
230440,272,743,20,201600
230440,378,741,20,201600
230440,99,1164,20,201600
230460,156,447,20,201620
230460,322,513,20,201620
230460,378,741,20,201620
230460,650,845,20,201620
230480,156,447,20,201640
230480,407,706,20,201640
230480,272,743,20,201640
230480,378,741,20,201640
230480,650,845,20,201640
230480,322,513,20,201640
230500,156,447,20,201660
230500,407,706,20,201660
230500,378,741,20,201660
230500,99,1164,20,201660
230520,322,513,20,201680
230520,267,420,20,201680
230540,650,744,20,201700
230540,322,513,20,201700
230540,407,706,20,201700
230540,117,1414,20,201700
230560,378,741,20,201720
230560,694,859,20,201720
230560,998,1260,20,201720
230580,407,706,20,201740
230580,97,220,20,201740
230580,378,741,20,201740
230600,97,220,20,201760
230600,372,859,20,201760
230600,173,836,20,201760
230600,407,706,20,201760
230600,272,743,20,201760
230600,322,513,20,201760
230620,407,706,20,201780
230620,378,741,20,201780
230620,694,859,20,201780
230620,372,859,20,201780
230620,173,836,20,201780
230640,407,706,20,201800
230640,173,836,20,201800
230640,694,859,20,201800
230640,99,1164,20,201800
230640,322,513,20,201800
230660,407,706,20,201820
230660,650,845,20,201820
230660,694,859,20,201820
230660,173,836,20,201820
230680,407,706,20,201840
230680,694,859,20,201840
230700,434,642,20,201860
230700,642,880,20,201860
230700,173,836,20,201860
230700,884,1342,20,201860
230700,650,845,20,201860
230720,372,859,20,201880
230720,173,836,20,201880
230720,880,1342,20,201880
230720,650,845,20,201880
230720,322,513,20,201880
230720,642,1342,20,201880
230720,205,642,20,201880
230740,205,884,20,201900
230740,322,513,20,201900
230740,378,741,20,201900
230740,372,859,20,201900
230740,880,884,20,201900
230760,205,615,20,201920
230760,642,884,20,201920
230760,378,741,20,201920
230760,205,880,20,201920
230760,744,845,20,201920
230760,615,884,20,201920
230780,322,513,20,201940
230780,378,741,20,201940
230800,322,513,20,201960
230800,650,744,20,201960
230820,642,884,20,201980
230820,650,744,20,201980
230820,378,741,20,201980
230820,880,884,20,201980
230820,322,513,20,201980
230820,642,1342,20,201980
230820,407,706,20,201980
230840,205,615,20,202000
230840,884,1342,20,202000
230840,706,923,20,202000
230840,407,706,20,202000
230840,407,923,20,202000
230840,880,884,20,202000
230860,884,1342,20,202020
230860,751,884,20,202020
230860,642,884,20,202020
230860,650,744,20,202020
230860,378,741,20,202020
230860,744,845,20,202020
230860,751,1342,20,202020
230880,205,615,20,202040
230880,880,884,20,202040
230880,434,884,20,202040
230880,615,880,20,202040
230900,642,880,20,202060
230920,205,615,20,202080
230920,751,1342,20,202080
230960,378,741,20,202120
230960,998,1260,20,202120
230980,650,744,20,202140
230980,322,634,20,202140
230980,205,574,20,202140
230980,998,1260,20,202140
231000,147,649,20,202160
231000,322,634,20,202160
231000,998,1260,20,202160
231000,252,275,20,202160
231000,372,859,20,202160
231020,147,649,20,202180
231020,322,634,20,202180
231020,252,275,20,202180
231040,232,531,20,202200
231040,99,1164,20,202200
231040,322,634,20,202200
231040,252,275,20,202200
231040,642,1342,20,202200
231040,147,649,20,202200
231060,642,880,20,202220
231060,642,884,20,202220
231060,615,642,20,202220
231060,205,884,20,202220
231060,252,275,20,202220
231060,650,845,20,202220
231060,147,649,20,202220
231060,615,884,20,202220
231060,642,1342,20,202220
231080,378,741,20,202240
231080,220,720,20,202240
231080,615,884,20,202240
231080,880,884,20,202240
231100,751,1342,20,202260
231100,147,649,20,202260
231100,220,720,20,202260
231100,998,1260,20,202260
231100,372,859,20,202260
231120,205,884,20,202280
231120,880,1342,20,202280
231120,642,880,20,202280
231120,322,634,20,202280
231120,615,884,20,202280
231140,642,884,20,202300
231140,322,634,20,202300
231140,998,1260,20,202300
231140,205,884,20,202300
231140,55,1245,20,202300
231140,147,649,20,202300
231140,615,884,20,202300
231160,615,884,20,202320
231160,880,884,20,202320
231180,205,615,20,202340
231180,205,884,20,202340
231180,880,884,20,202340
231180,147,649,20,202340
231180,615,884,20,202340
231180,642,1342,20,202340
231200,884,1342,20,202360
231200,205,884,20,202360
231200,880,884,20,202360
231200,751,1342,20,202360
231200,147,649,20,202360
231200,642,1342,20,202360
231220,642,751,20,202380
231220,642,1342,20,202380
231220,147,649,20,202380
231240,751,1342,20,202400
231240,642,751,20,202400
231240,147,649,20,202400
231240,99,1164,20,202400
231260,147,649,20,202420
231260,615,884,20,202420
231260,89,97,20,202420
231280,642,751,20,202440
231280,372,859,20,202440
231280,642,1342,20,202440
231280,615,884,20,202440
231280,147,649,20,202440
231280,89,97,20,202440
231280,615,880,20,202440
231300,496,653,20,202460
231300,372,859,20,202460
231300,272,743,20,202460
231300,998,1260,20,202460
231300,751,1342,20,202460
231300,147,649,20,202460
231300,615,880,20,202460
231300,89,97,20,202460
231300,156,372,20,202460
231320,372,859,20,202480
231320,99,1164,20,202480
231320,998,1260,20,202480
231320,751,1342,20,202480
231320,147,649,20,202480
231320,89,97,20,202480
231320,615,880,20,202480
231340,205,884,20,202500
231340,147,649,20,202500
231340,615,884,20,202500
231340,407,923,20,202500
231340,89,97,20,202500
231360,574,642,20,202520
231360,407,923,20,202520
231360,751,1342,20,202520
231360,147,649,20,202520
231360,615,884,20,202520
231360,574,1342,20,202520
231380,205,615,20,202540
231380,751,884,20,202540
231380,272,743,20,202540
231380,574,642,20,202540
231380,407,923,20,202540
231380,751,1342,20,202540
231380,147,649,20,202540
231380,574,1342,20,202540
231400,642,751,20,202560
231400,642,884,20,202560
231400,998,1260,20,202560
231400,407,923,20,202560
231400,751,1342,20,202560
231400,147,649,20,202560
231400,574,751,20,202560
231420,89,220,20,202580
231420,998,1260,20,202580
231420,205,884,20,202580
231420,407,923,20,202580
231420,880,884,20,202580
231420,751,1342,20,202580
231420,147,649,20,202580
231440,751,1342,20,202600
231440,147,649,20,202600
231440,89,220,20,202600
231440,407,923,20,202600
231460,205,884,20,202620
231460,147,649,20,202620
231460,621,744,20,202620
231460,880,884,20,202620
231480,89,97,20,202640
231480,147,649,20,202640
231480,97,220,20,202640
231480,99,1164,20,202640
231480,74,333,20,202640
231500,97,220,20,202660
231500,147,649,20,202660
231520,97,220,20,202680
231520,99,1164,20,202680
231520,147,649,20,202680
231540,205,615,20,202700
231540,346,649,20,202700
231540,97,220,20,202700
231540,998,1260,20,202700
231540,205,884,20,202700
231540,18,621,20,202700
231540,880,884,20,202700
231540,147,649,20,202700
231540,615,880,20,202700
231560,205,615,20,202720
231560,998,1260,20,202720
231560,205,884,20,202720
231560,18,621,20,202720
231560,147,649,20,202720
231560,615,884,20,202720
231580,147,649,20,202740
231580,18,621,20,202740
231580,97,220,20,202740
231600,147,649,20,202760
231600,504,510,20,202760
231600,97,220,20,202760
231600,998,1260,20,202760
231620,147,649,20,202780
231620,99,1164,20,202780
231620,998,1260,20,202780
231640,510,1260,20,202800
231640,97,220,20,202800
231640,99,1164,20,202800
231640,880,1342,20,202800
231640,998,1260,20,202800
231640,147,649,20,202800
231660,751,1342,20,202820
231660,642,751,20,202820
231660,615,751,20,202820
231660,147,649,20,202820
231660,615,1342,20,202820
231680,504,510,20,202840
231680,884,1342,20,202840
231680,751,884,20,202840
231680,642,884,20,202840
231680,466,525,20,202840
231680,880,884,20,202840
231680,147,649,20,202840
231700,649,779,20,202860
231700,99,1164,20,202860
231700,751,884,20,202860
231700,466,525,20,202860
231700,751,1342,20,202860
231700,642,1342,20,202860
231700,884,1342,20,202860
231700,147,649,20,202860
231700,428,520,20,202860
231720,97,220,20,202880
231720,99,1164,20,202880
231720,466,525,20,202880
231720,744,845,20,202880
231720,147,649,20,202880
231720,428,520,20,202880
231740,147,649,20,202900
231740,428,520,20,202900
231740,97,220,20,202900
231740,751,884,20,202900
231760,147,649,20,202920
231760,97,220,20,202920
231780,147,649,20,202940
231780,642,1342,20,202940
231780,97,220,20,202940
231780,615,1342,20,202940
231780,615,642,20,202940
231800,147,649,20,202960
231800,642,1342,20,202960
231800,97,220,20,202960
231800,998,1260,20,202960
231820,97,220,20,202980
231820,147,649,20,202980
231840,97,220,20,203000
231840,147,649,20,203000
231840,998,1260,20,203000
231860,97,220,20,203020
231860,147,649,20,203020
231860,998,1260,20,203020
231880,466,525,20,203040
231880,147,649,20,203040
231880,97,220,20,203040
231880,461,626,20,203040
231900,147,649,20,203060
231920,147,649,20,203080
231920,119,366,20,203080
231920,626,638,20,203080
231940,147,649,20,203100
231960,147,649,20,203120
231960,99,1164,20,203120
231980,147,649,20,203140
231980,71,147,20,203140
231980,99,1164,20,203140
231980,615,1342,20,203140
232000,147,649,20,203160
232000,97,220,20,203160
232020,504,638,20,203180
232020,97,220,20,203180
232020,147,649,20,203180
232040,97,220,20,203200
232040,884,1342,20,203200
232040,642,884,20,203200
232040,615,642,20,203200
232040,642,1342,20,203200
232040,615,884,20,203200
232040,147,649,20,203200
232040,615,1342,20,203200
232060,147,649,20,203220
232060,97,220,20,203220
232060,615,1342,20,203220
232060,642,884,20,203220
232080,97,220,20,203240
232080,615,884,20,203240
232080,884,1342,20,203240
232080,615,1342,20,203240
232100,97,220,20,203260
232100,615,884,20,203260
232100,615,1342,20,203260
232100,884,1342,20,203260
232120,97,220,20,203280
232120,615,884,20,203280
232120,884,1342,20,203280
232120,615,1342,20,203280
232140,97,220,20,203300
232140,346,779,20,203300
232160,97,220,20,203320
232160,998,1260,20,203320
232160,346,779,20,203320
232180,97,220,20,203340
232180,378,741,20,203340
232180,998,1260,20,203340
232200,97,220,20,203360
232200,378,741,20,203360
232220,156,447,20,203380
232220,642,1342,20,203380
232220,378,741,20,203380
232220,71,147,20,203380
232220,156,372,20,203380
232240,378,741,20,203400
232240,998,1260,20,203400
232260,156,447,20,203420
232260,378,741,20,203420
232320,998,1260,20,203480
232320,156,372,20,203480
232340,998,1260,20,203500
232340,372,859,20,203500
232360,372,859,20,203520
232380,99,1164,20,203540
232380,372,859,20,203540
232440,97,220,20,203600
232460,372,859,20,203620
232520,18,141,20,203680
232540,372,859,20,203700
232560,97,220,20,203720
232580,97,220,20,203740
232580,372,859,20,203740
232600,97,220,20,203760
232600,378,741,20,203760
232600,220,720,20,203760
232620,220,720,20,203780
232640,220,720,20,203800
232640,15,353,20,203800
232660,97,220,20,203820
232660,378,741,20,203820
232660,15,353,20,203820
232680,77,954,20,203840
232680,97,220,20,203840
232680,97,720,20,203840
232680,220,1204,20,203840
232680,15,353,20,203840
232700,156,447,20,203860
232700,220,720,20,203860
232700,97,720,20,203860
232720,378,741,20,203880
232720,99,1164,20,203880
232720,720,1204,20,203880
232740,378,741,20,203900
232740,486,525,20,203900
232760,378,741,20,203920
232780,378,741,20,203940
232780,753,790,20,203940
232780,99,1164,20,203940
232800,753,790,20,203960
232840,99,1164,20,204000
232860,197,626,20,204020
232860,97,220,20,204020
232880,54,158,20,204040
232900,99,1164,20,204060
232920,178,242,20,204080
232920,71,147,20,204080
232920,743,893,20,204080
232940,54,158,20,204100
232940,71,147,20,204100
232940,89,1204,20,204100
232940,743,893,20,204100
232940,97,720,20,204100
232960,97,720,20,204120
232960,889,939,20,204120
232960,89,720,20,204120
232960,743,893,20,204120
232960,54,158,20,204120
232960,89,97,20,204120
232980,220,720,20,204140
232980,889,939,20,204140
232980,99,1164,20,204140
232980,743,893,20,204140
233000,743,893,20,204160
233020,743,893,20,204180
233060,743,893,20,204220
233060,172,743,20,204220
233080,59,939,20,204240
233080,743,893,20,204240
233100,59,939,20,204260
233100,372,859,20,204260
233120,59,939,20,204280
233160,156,447,20,204320
233160,642,884,20,204320
233180,156,447,20,204340
233180,59,939,20,204340
233180,89,720,20,204340
233180,372,859,20,204340
233200,99,1164,20,204360
233220,89,720,20,204380
233220,39,939,20,204380
233220,372,859,20,204380
233220,39,889,20,204380
233240,89,720,20,204400
233240,39,889,20,204400
233240,372,859,20,204400
233240,74,178,20,204400
233280,39,889,20,204440
233280,172,743,20,204440
233300,372,859,20,204460
233320,156,447,20,204480
233320,77,779,20,204480
233340,156,447,20,204500
233340,77,779,20,204500
233360,156,447,20,204520
233380,156,447,20,204540
233380,77,779,20,204540
233400,39,428,20,204560
233400,77,779,20,204560
233400,510,638,20,204560
233420,77,779,20,204580
233420,510,638,20,204580
233420,59,407,20,204580
233440,77,779,20,204600
233440,99,1164,20,204600
233440,510,638,20,204600
233460,39,428,20,204620
233460,77,779,20,204620
233460,510,638,20,204620
233460,59,407,20,204620
233480,77,779,20,204640
233480,372,859,20,204640
233480,59,407,20,204640
233520,77,779,20,204680
233600,156,447,20,204760
233600,378,1492,20,204760
233640,372,859,20,204800
233660,172,743,20,204820
233660,744,845,20,204820
233660,99,1164,20,204820
233660,372,859,20,204820
233680,372,859,20,204840
233760,156,372,20,204920
233780,156,447,20,204940
233780,261,295,20,204940
233780,156,372,20,204940
233800,261,295,20,204960
233800,628,970,20,204960
233820,275,322,20,204980
233820,628,970,20,204980
233840,275,322,20,205000
233860,275,322,20,205020
233880,275,322,20,205040
233900,275,322,20,205060
233920,15,178,20,205080
233920,275,322,20,205080
233940,15,178,20,205100
233940,275,322,20,205100
233960,275,322,20,205120
233980,15,178,20,205140
233980,275,322,20,205140
234000,15,178,20,205160
234000,275,322,20,205160
234020,267,366,20,205180
234020,275,322,20,205180
234040,267,366,20,205200
234040,275,322,20,205200
234060,267,366,20,205220
234060,275,322,20,205220
234080,267,366,20,205240
234080,275,322,20,205240
234080,119,267,20,205240
234100,252,882,20,205260
234100,267,366,20,205260
234100,147,387,20,205260
234100,275,322,20,205260
234100,372,859,20,205260
234120,366,428,20,205280
234120,267,366,20,205280
234120,99,1164,20,205280
234120,275,322,20,205280
234120,372,859,20,205280
234140,267,366,20,205300
234140,275,322,20,205300
234160,267,366,20,205320
234160,275,322,20,205320
234180,252,882,20,205340
234180,267,366,20,205340
234180,275,322,20,205340
234200,252,882,20,205360
234200,267,366,20,205360
234200,372,859,20,205360
234200,275,322,20,205360
234220,267,366,20,205380
234220,275,322,20,205380
234240,252,882,20,205400
234240,267,366,20,205400
234240,99,1164,20,205400
234260,252,882,20,205420
234260,267,366,20,205420
234280,252,882,20,205440
234280,267,366,20,205440
234280,744,845,20,205440
234300,267,366,20,205460
234300,39,267,20,205460
234300,275,322,20,205460
234320,267,366,20,205480
234320,275,366,20,205480
234320,275,322,20,205480
234340,267,366,20,205500
234340,99,1164,20,205500
234360,267,366,20,205520
234360,267,275,20,205520
234360,275,322,20,205520
234360,39,219,20,205520
234380,252,882,20,205540
234380,267,366,20,205540
234380,275,322,20,205540
234380,156,372,20,205540
234400,267,366,20,205560
234400,275,322,20,205560
234420,267,366,20,205580
234420,275,322,20,205580
234440,267,366,20,205600
234460,267,366,20,205620
234460,275,322,20,205620
234480,267,366,20,205640
234480,275,322,20,205640
234480,119,267,20,205640
234500,267,366,20,205660
234500,275,322,20,205660
234520,267,366,20,205680
234520,275,322,20,205680
234540,267,366,20,205700
234540,998,1260,20,205700
234540,275,322,20,205700
234560,267,366,20,205720
234560,99,1164,20,205720
234560,275,322,20,205720
234560,119,267,20,205720
234580,272,486,20,205740
234580,267,366,20,205740
234580,275,322,20,205740
234600,267,366,20,205760
234600,119,267,20,205760
234640,156,447,20,205800
234640,71,119,20,205800
234640,267,366,20,205800
234640,99,1164,20,205800
234640,71,889,20,205800
234660,267,366,20,205820
234660,156,372,20,205820
234680,267,366,20,205840
234680,156,372,20,205840
234700,267,366,20,205860
234700,99,1164,20,205860
234700,744,845,20,205860
234720,178,242,20,205880
234720,99,1164,20,205880
234720,267,366,20,205880
234740,178,242,20,205900
234740,267,366,20,205900
234760,178,242,20,205920
234760,200,874,20,205920
234760,275,322,20,205920
234760,267,366,20,205920
234780,267,366,20,205940
234780,200,874,20,205940
234780,275,322,20,205940
234800,178,242,20,205960
234800,200,874,20,205960
234800,267,366,20,205960
234820,178,242,20,205980
234820,200,874,20,205980
234820,275,322,20,205980
234820,267,366,20,205980
234840,407,790,20,206000
234840,267,366,20,206000
234840,200,874,20,206000
234860,407,790,20,206020
234860,200,874,20,206020
234860,275,322,20,206020
234880,407,790,20,206040
234880,468,908,20,206040
234880,200,874,20,206040
234900,200,874,20,206060
234900,372,859,20,206060
234920,178,242,20,206080
234920,200,874,20,206080
234920,99,1164,20,206080
234940,178,242,20,206100
234940,741,886,20,206100
234960,178,242,20,206120
234960,741,886,20,206120
234960,165,498,20,206120
234960,407,790,20,206120
234960,322,468,20,206120
234960,267,366,20,206120
234980,322,468,20,206140
234980,178,242,20,206140
234980,407,790,20,206140
234980,372,859,20,206140
234980,741,886,20,206140
235000,322,468,20,206160
235000,275,468,20,206160
235000,99,1164,20,206160
235000,275,322,20,206160
235020,267,366,20,206180
235020,99,1164,20,206180
235020,741,886,20,206180
235020,322,468,20,206180
235020,275,468,20,206180
235020,275,322,20,206180
235040,322,468,20,206200
235040,267,366,20,206200
235040,407,790,20,206200
235040,99,1164,20,206200
235060,322,468,20,206220
235060,407,790,20,206220
235080,461,874,20,206240
235080,322,468,20,206240
235080,741,886,20,206240
235100,322,468,20,206260
235100,275,468,20,206260
235100,407,790,20,206260
235120,322,468,20,206280
235120,372,859,20,206280
235140,165,498,20,206300
235140,99,1164,20,206300
235140,322,468,20,206300
235160,99,1164,20,206320
235160,250,1164,20,206320
235180,99,1164,20,206340
235200,250,1164,20,206360
235220,99,1164,20,206380
235260,99,1164,20,206420
235260,275,322,20,206420
235280,275,322,20,206440
235380,215,1323,20,206540
235380,122,790,20,206540
235380,275,322,20,206540
235400,122,790,20,206560
235400,275,322,20,206560
235420,275,322,20,206580
235440,275,322,20,206600
235460,275,322,20,206620
235480,653,874,20,206640
235480,275,322,20,206640
235500,156,447,20,206660
235500,653,874,20,206660
235500,99,1164,20,206660
235520,156,447,20,206680
235520,653,874,20,206680
235540,653,874,20,206700
235540,466,525,20,206700
235540,486,525,20,206700
235560,55,1245,20,206720
235560,372,859,20,206720
235580,55,1245,20,206740
235580,372,859,20,206740
235580,275,882,20,206740
235600,156,447,20,206760
235600,55,1245,20,206760
235600,407,790,20,206760
235600,99,1164,20,206760
235600,372,859,20,206760
235620,97,220,20,206780
235620,372,859,20,206780
235640,97,220,20,206800
235640,99,1164,20,206800
235640,89,720,20,206800
235640,372,859,20,206800
235660,466,525,20,206820
235660,97,220,20,206820
235660,407,790,20,206820
235660,372,859,20,206820
235680,55,1245,20,206840
235700,122,407,20,206860
235700,122,790,20,206860
235700,407,790,20,206860
235720,122,790,20,206880
235760,372,859,20,206920
235780,97,720,20,206940
235780,77,580,20,206940
235780,372,859,20,206940
235800,122,790,20,206960
235800,97,720,20,206960
235800,372,859,20,206960
235820,215,1323,20,206980
235820,122,790,20,206980
235820,97,720,20,206980
235820,372,859,20,206980
235840,55,1245,20,207000
235840,97,720,20,207000
235840,372,859,20,207000
235860,97,720,20,207020
235860,99,1164,20,207020
235860,372,859,20,207020
235880,97,720,20,207040
235900,97,720,20,207060
235900,372,859,20,207060
235920,97,720,20,207080
235920,372,447,20,207080
235920,99,1164,20,207080
235920,156,372,20,207080
235940,97,720,20,207100
235940,372,447,20,207100
235960,97,720,20,207120
235960,99,1164,20,207120
235980,97,720,20,207140
235980,99,1164,20,207140
236000,694,859,20,207160
236040,99,1164,20,207200
236100,99,1164,20,207260
236120,215,1323,20,207280
236140,215,1323,20,207300
236140,486,525,20,207300
236140,55,1245,20,207300
236160,215,1323,20,207320
236160,486,525,20,207320
236160,694,859,20,207320
236160,99,250,20,207320
236180,250,859,20,207340
236180,215,1323,20,207340
236220,378,741,20,207380
236240,215,1323,20,207400
236240,220,720,20,207400
236240,378,741,20,207400
236260,99,1164,20,207420
236300,466,525,20,207460
236300,603,954,20,207460
